unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
"9327864,HW471391,2013-09-28 17:30:00.000000 UTC,086XX S ADA ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,613,6,21,71,03,1168838.0,1847440.0,2013,2018-02-10 15:50:01.000000 UTC,41.736892303,-87.657014145,""(41.736892303, -87.657014145)"""
"4502043,HL805763,2005-12-23 12:00:00.000000 UTC,046XX S HALSTED ST,0560,ASSAULT,SIMPLE,OTHER,false,false,921,9,11,61,08A,1171751.0,1874027.0,2005,2018-02-28 15:56:25.000000 UTC,41.809786885,-87.645562848,""(41.809786885, -87.645562848)"""
"4309562,HL616820,2005-09-16 19:42:00.000000 UTC,123XX S PARNELL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,523,5,34,53,08B,1174868.0,1823165.0,2005,2018-02-28 15:56:25.000000 UTC,41.670145991,-87.635642656,""(41.670145991, -87.635642656)"""
"9939201,HY128134,2015-01-25 09:00:00.000000 UTC,025XX N SACRAMENTO AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,false,false,1414,14,35,22,11,1155942.0,1916820.0,2015,2018-02-10 15:50:01.000000 UTC,41.927547906,-87.702394489,""(41.927547906, -87.702394489)"""
"12108919,JD300933,2020-07-16 12:00:00.000000 UTC,113XX S PEORIA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),false,false,2234,22,34,75,11,1172348.0,1829665.0,2020,2020-07-23 15:42:06.000000 UTC,41.688038671,-87.644675449,""(41.688038671, -87.644675449)"""
"7440802,HS243190,2010-04-05 19:00:00.000000 UTC,003XX S KEDZIE AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1134,11,28,27,06,1155108.0,1897941.0,2010,2018-02-10 15:50:01.000000 UTC,41.87575902,-87.705966447,""(41.87575902, -87.705966447)"""
"12542168,JE446630,2021-11-16 00:40:00.000000 UTC,004XX W 118TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,522,5,34,53,08B,1175289.0,1826656.0,2021,2021-11-23 15:41:26.000000 UTC,41.679716487,-87.633998147,""(41.679716487, -87.633998147)"""
"8937756,HV609284,2012-12-17 14:00:00.000000 UTC,003XX W 29TH PL,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,false,914,9,11,34,26,1174312.0,1885199.0,2012,2018-02-10 15:50:01.000000 UTC,41.840387217,-87.635836866,""(41.840387217, -87.635836866)"""
"12671016,JF208252,2022-04-14 20:30:00.000000 UTC,014XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,false,false,1424,14,1,24,06,1163723.0,1909813.0,2022,2023-01-03 15:40:27.000000 UTC,41.908159565,-87.674000381,""(41.908159565, -87.674000381)"""
"6487696,HP563601,2008-09-10 12:00:00.000000 UTC,069XX N SHERIDAN RD,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,2431,24,49,1,08B,1166857.0,1945941.0,2008,2018-02-28 15:56:25.000000 UTC,42.007229555,-87.661447148,""(42.007229555, -87.661447148)"""
"7553330,HS353769,2010-06-11 01:30:00.000000 UTC,023XX N SPAULDING AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1413,14,35,22,03,1153761.0,1915389.0,2010,2018-02-10 15:50:01.000000 UTC,41.923664884,-87.71044703,""(41.923664884, -87.71044703)"""
"8523330,HV200221,2012-02-15 13:00:00.000000 UTC,095XX S STATE ST,0810,THEFT,OVER $500,STREET,false,false,511,5,6,49,06,1177977.0,1841577.0,2012,2016-02-04 06:33:39.000000 UTC,41.720601527,-87.623708906,""(41.720601527, -87.623708906)"""
"11692756,JC269983,2019-05-18 11:00:00.000000 UTC,066XX W WRIGHTWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,2512,25,36,18,08A,1131749.0,1916770.0,2019,2019-05-25 15:44:58.000000 UTC,41.927864792,-87.791296646,""(41.927864792, -87.791296646)"""
"13678587,JH526226,2024-11-30 17:18:00.000000 UTC,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1913,19,46,3,06,1168469.0,1929861.0,2024,2024-12-21 15:40:46.000000 UTC,41.963070794,-87.655984213,""(41.963070794, -87.655984213)"""
"8929785,HV601135,2012-12-13 16:55:00.000000 UTC,022XX N NAGLE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,true,false,2512,25,36,19,04B,1133051.0,1914103.0,2012,2018-02-10 15:50:01.000000 UTC,41.92052354,-87.78657469,""(41.92052354, -87.78657469)"""
"9556176,HX207979,2014-04-02 11:00:00.000000 UTC,059XX S SANGAMON ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,false,712,7,16,68,26,1170990.0,1865494.0,2014,2016-02-04 06:33:39.000000 UTC,41.786388084,-87.648603379,""(41.786388084, -87.648603379)"""
"3808712,HL178281,2005-02-12 22:45:49.000000 UTC,011XX N LECLAIRE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1531,15,37,25,08B,1142155.0,1907107.0,2005,2018-02-28 15:56:25.000000 UTC,41.901161592,-87.753298129,""(41.901161592, -87.753298129)"""
"10519839,HZ261799,2016-05-12 00:01:00.000000 UTC,017XX E 85TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,412,4,8,45,05,1189350.0,1848965.0,2016,2018-02-10 15:50:01.000000 UTC,41.740610146,-87.581816554,""(41.740610146, -87.581816554)"""
"3362521,HK405865,2004-06-02 17:00:00.000000 UTC,063XX N LEAVITT ST,0810,THEFT,OVER $500,APARTMENT,false,false,2413,24,50,2,06,1160488.0,1942236.0,2004,2018-02-10 15:50:01.000000 UTC,41.997197687,-87.684983062,""(41.997197687, -87.684983062)"""
"5993979,HP102479,2007-12-30 21:00:00.000000 UTC,003XX N STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,false,false,1831,18,42,8,11,1176296.0,1902669.0,2007,2018-02-28 15:56:25.000000 UTC,41.888281593,-87.628029756,""(41.888281593, -87.628029756)"""
"12514326,JE412538,2021-10-03 00:01:00.000000 UTC,015XX E 69TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,332,3,5,43,08A,1187763.0,1859548.0,2021,2021-10-18 15:40:34.000000 UTC,41.769688763,-87.587294839,""(41.769688763, -87.587294839)"""
"3016942,HJ722815,2003-10-28 09:29:24.000000 UTC,021XX E 87TH ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,""SCHOOL, PUBLIC, BUILDING"",false,false,412,4,8,45,08A,1191768.0,1847705.0,2003,2018-02-10 15:50:01.000000 UTC,41.737094305,-87.572998178,""(41.737094305, -87.572998178)"""
"11747981,JC337043,2019-05-26 07:00:00.000000 UTC,048XX S LANGLEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,223,2,4,38,26,1181747.0,1873040.0,2019,2019-07-19 15:40:03.000000 UTC,41.806853108,-87.608929892,""(41.806853108, -87.608929892)"""
"9165353,HW310798,2013-06-09 02:00:00.000000 UTC,032XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,STREET,false,false,1724,17,33,16,06,1154259.0,1926417.0,2013,2018-02-10 15:50:01.000000 UTC,41.953916593,-87.708321746,""(41.953916593, -87.708321746)"""
"1599183,G369620,2001-06-25 12:02:00.000000 UTC,008XX W IRVING PARK RD,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,HOSPITAL BUILDING/GROUNDS,false,false,2322,19,,,26,1169694.0,1926798.0,2001,2015-08-17 15:03:40.000000 UTC,41.954639159,-87.651569952,""(41.954639159, -87.651569952)"""
"11989895,JD162142,2020-02-18 18:45:00.000000 UTC,081XX S BURNHAM AVE,0810,THEFT,OVER $500,STREET,false,false,422,4,7,46,06,1196248.0,1851541.0,2020,2020-02-28 15:40:24.000000 UTC,41.74751081,-87.556458254,""(41.74751081, -87.556458254)"""
"5893026,HN691139,2007-11-05 19:03:01.000000 UTC,033XX W 65TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,831,8,15,66,08B,1155184.0,1860990.0,2007,2018-02-28 15:56:25.000000 UTC,41.774359241,-87.706676969,""(41.774359241, -87.706676969)"""
"10426855,HZ164577,2016-01-10 12:00:00.000000 UTC,036XX W WOLFRAM ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2523,25,35,21,11,1151702.0,1918712.0,2016,2018-02-10 15:50:01.000000 UTC,41.932824268,-87.717924986,""(41.932824268, -87.717924986)"""
"11612868,JC173206,2019-01-16 00:01:00.000000 UTC,012XX N CLEAVER ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1433,14,2,24,11,1166497.0,1908354.0,2019,2019-03-07 16:15:04.000000 UTC,41.90409701,-87.663851988,""(41.90409701, -87.663851988)"""
"12736239,JF287543,2022-06-17 00:00:00.000000 UTC,054XX S RACINE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,934,9,20,61,08B,1169252.0,1868600.0,2022,2023-01-03 15:40:27.000000 UTC,41.794949113,-87.654885898,""(41.794949113, -87.654885898)"""
"1377606,G088769,2001-02-12 14:00:00.000000 UTC,006XX W HARRISON ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,131,1,,,06,1172039.0,1897518.0,2001,2015-08-17 15:03:40.000000 UTC,41.87424186,-87.643814788,""(41.87424186, -87.643814788)"""
"8536085,HV212793,2012-03-24 12:45:00.000000 UTC,008XX E 76TH ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,ALLEY,false,false,624,6,6,69,26,1183037.0,1854799.0,2012,2018-02-10 15:50:01.000000 UTC,41.75676822,-87.604765497,""(41.75676822, -87.604765497)"""
"9872892,HX522928,2014-11-28 12:50:00.000000 UTC,069XX S JUSTINE ST,0560,ASSAULT,SIMPLE,STREET,false,true,734,7,17,67,08A,1167205.0,1858628.0,2014,2021-09-07 15:41:02.000000 UTC,41.767628788,-87.66267745,""(41.767628788, -87.66267745)"""
"5767857,HN577951,2007-09-08 20:50:00.000000 UTC,005XX N LAWLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1532,15,28,25,08B,1142602.0,1903102.0,2007,2018-02-28 15:56:25.000000 UTC,41.8901631,-87.751755955,""(41.8901631, -87.751755955)"""
"6969634,HR369592,2009-06-11 12:40:00.000000 UTC,026XX E 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,421,4,7,43,06,1195477.0,1853107.0,2009,2018-02-10 15:50:01.000000 UTC,41.751827103,-87.559231739,""(41.751827103, -87.559231739)"""
"3126022,HK113904,2004-01-08 19:21:00.000000 UTC,039XX W BARRY AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,2523,25,31,21,04B,1149364.0,1920318.0,2004,2018-02-28 15:56:25.000000 UTC,41.937276999,-87.726475201,""(41.937276999, -87.726475201)"""
"10088629,HY277088,2015-04-24 16:00:00.000000 UTC,046XX W BELMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE-COMMERCIAL,false,false,2521,25,31,19,07,1144870.0,1920871.0,2015,2018-02-10 15:50:01.000000 UTC,41.93888059,-87.742977543,""(41.93888059, -87.742977543)"""
"4681943,HM285409,2006-04-11 20:00:00.000000 UTC,083XX S MERRILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,412,4,8,46,07,1191965.0,1850197.0,2006,2018-02-28 15:56:25.000000 UTC,41.743927799,-87.572195691,""(41.743927799, -87.572195691)"""
"6653908,HP724216,2008-12-09 09:45:00.000000 UTC,035XX E 111TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,""SCHOOL, PUBLIC, BUILDING"",true,false,433,4,10,52,18,1201641.0,1831967.0,2008,2018-02-28 15:56:25.000000 UTC,41.693662937,-87.537360354,""(41.693662937, -87.537360354)"""
"2089308,HH314449,2002-04-18 00:07:24.000000 UTC,118XX S INDIANA AV,0460,BATTERY,SIMPLE,APARTMENT,true,true,532,5,,,08B,1179696.0,1826647.0,2002,2018-02-28 15:56:25.000000 UTC,41.679592498,-87.617866943,""(41.679592498, -87.617866943)"""
"4727787,HM336998,2006-05-08 03:30:00.000000 UTC,080XX S TROY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,835,8,18,70,26,1156778.0,1851059.0,2006,2018-02-10 15:50:01.000000 UTC,41.74707501,-87.701101156,""(41.74707501, -87.701101156)"""
"5014702,HM478755,2006-07-16 07:13:50.000000 UTC,051XX S CICERO AVE,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,true,false,814,8,23,56,16,1145225.0,1870231.0,2006,2018-02-28 15:56:25.000000 UTC,41.799911401,-87.742952841,""(41.799911401, -87.742952841)"""
"12256408,JD467822,2020-12-23 17:50:00.000000 UTC,004XX N RIDGEWAY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,1122,11,27,23,04A,1151308.0,1902789.0,2020,2021-01-06 15:39:37.000000 UTC,41.889137823,-87.719791482,""(41.889137823, -87.719791482)"""
11644789,JC211711,2018-06-01 12:00:00.000000 UTC,062XX S KOLMAR AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,true,true,813,8,13,65,17,,,2018,2019-06-11 15:41:28.000000 UTC,,,
"12760586,JF317018,2022-07-13 00:00:00.000000 UTC,002XX E 96TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,511,5,9,49,06,1179491.0,1841371.0,2022,2023-01-03 15:40:27.000000 UTC,41.720001857,-87.618169788,""(41.720001857, -87.618169788)"""
"4095933,HL369042,2005-05-20 23:47:00.000000 UTC,029XX W 39TH PL,2022,NARCOTICS,POSS: COCAINE,ALLEY,true,false,912,9,14,58,18,1157419.0,1878302.0,2005,2018-02-28 15:56:25.000000 UTC,41.821820745,-87.698014735,""(41.821820745, -87.698014735)"""
"5362954,HN215031,2007-03-08 17:00:00.000000 UTC,014XX W CULLERTON ST,0460,BATTERY,SIMPLE,STREET,false,false,1222,12,25,31,08B,1166910.0,1890512.0,2007,2018-02-28 15:56:25.000000 UTC,41.855128322,-87.662846946,""(41.855128322, -87.662846946)"""
"6123087,HP212749,2008-03-07 13:40:00.000000 UTC,066XX S VERNON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,true,false,312,3,20,42,03,1180386.0,1861185.0,2008,2018-02-28 15:56:25.000000 UTC,41.774353267,-87.614285206,""(41.774353267, -87.614285206)"""
"1551284,G308901,2001-05-28 00:00:00.000000 UTC,053XX S HOYNE AV,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,915,9,,,04B,1163226.0,1869205.0,2001,2015-08-17 15:03:40.000000 UTC,41.796737688,-87.676966348,""(41.796737688, -87.676966348)"""
"3105565,HJ834097,2003-11-01 12:00:00.000000 UTC,054XX W NORTH AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,false,false,2532,25,37,25,06,1139635.0,1910098.0,2003,2018-02-28 15:56:25.000000 UTC,41.909415629,-87.762481332,""(41.909415629, -87.762481332)"""
"11339493,JB295977,2018-06-06 19:20:00.000000 UTC,015XX S HAMLIN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1014,10,24,29,18,1151293.0,1892277.0,2018,2018-06-13 16:15:47.000000 UTC,41.860292024,-87.72012237,""(41.860292024, -87.72012237)"""
"4873303,HM283335,2006-04-10 20:15:00.000000 UTC,055XX S LOWE AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,STREET,true,false,711,7,3,68,22,1172908.0,1868148.0,2006,2018-02-28 15:56:25.000000 UTC,41.793628817,-87.641492727,""(41.793628817, -87.641492727)"""
"6803744,HR213939,2009-03-13 16:00:00.000000 UTC,027XX S KEELER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1031,10,22,30,26,1148831.0,1885388.0,2009,2018-02-28 15:56:25.000000 UTC,41.841435631,-87.729337693,""(41.841435631, -87.729337693)"""
"12926879,JF515503,2022-12-18 20:40:00.000000 UTC,007XX W FULTON MARKET,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1214,12,42,28,14,1171313.0,1902089.0,2022,2023-01-03 15:40:27.000000 UTC,41.886800968,-87.646345969,""(41.886800968, -87.646345969)"""
"3383545,HK436341,2004-06-16 22:00:00.000000 UTC,020XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2413,24,40,2,06,1161587.0,1941168.0,2004,2018-02-10 15:50:01.000000 UTC,41.994244155,-87.680970207,""(41.994244155, -87.680970207)"""
"12484248,JE375653,2021-09-15 15:15:00.000000 UTC,007XX E 103RD ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,511,5,8,50,08B,1183035.0,1836831.0,2021,2021-09-22 15:40:55.000000 UTC,41.707462015,-87.605329791,""(41.707462015, -87.605329791)"""
"2159991,HH409592,2002-05-31 07:00:00.000000 UTC,029XX W MONTROSE AVE,0915,MOTOR VEHICLE THEFT,""TRUCK, BUS, MOTOR HOME"",OTHER,false,false,1724,17,33,16,07,1155780.0,1929091.0,2002,2018-02-28 15:56:25.000000 UTC,41.96122364,-87.702658008,""(41.96122364, -87.702658008)"""
"10484727,HZ224565,2016-04-13 09:20:00.000000 UTC,075XX S PULASKI RD,0890,THEFT,FROM BUILDING,""SCHOOL, PUBLIC, BUILDING"",false,false,833,8,13,65,06,1151002.0,1854551.0,2016,2018-02-10 15:50:01.000000 UTC,41.756772166,-87.722175346,""(41.756772166, -87.722175346)"""
"8955249,HW104157,2013-01-02 13:30:00.000000 UTC,016XX W CONGRESS PKWY,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1231,12,2,28,06,1165475.0,1897799.0,2013,2018-02-10 15:50:01.000000 UTC,41.875155116,-87.667906709,""(41.875155116, -87.667906709)"""
"4723655,HM330111,2006-05-04 14:40:20.000000 UTC,029XX W HARRISON ST,0560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,false,false,1135,11,2,27,08A,1156794.0,1897225.0,2006,2018-02-10 15:50:01.000000 UTC,41.873760261,-87.699795456,""(41.873760261, -87.699795456)"""
"13482341,JH290708,2024-06-03 16:25:00.000000 UTC,074XX S WABASH AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,false,false,323,3,6,69,15,1178008.0,1855671.0,2024,2024-12-21 15:40:46.000000 UTC,41.75927648,-87.62316936,""(41.75927648, -87.62316936)"""
"12384219,JE253067,2021-06-04 03:41:00.000000 UTC,0000X E 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,632,6,9,44,14,1178417.0,1847335.0,2021,2021-06-11 15:40:10.000000 UTC,41.736392244,-87.621922994,""(41.736392244, -87.621922994)"""
"9806882,HX456151,2014-10-05 12:15:00.000000 UTC,014XX W 51ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,933,9,16,61,14,1167376.0,1870921.0,2014,2018-02-10 15:50:01.000000 UTC,41.801358629,-87.661698689,""(41.801358629, -87.661698689)"""
"7654573,HS457784,2010-08-11 19:15:00.000000 UTC,034XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2122,2,4,35,06,1179474.0,1882305.0,2010,2018-02-10 15:50:01.000000 UTC,41.832329279,-87.616983146,""(41.832329279, -87.616983146)"""
"4766337,HM377720,2006-05-27 23:40:00.000000 UTC,001XX E 104TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,512,5,9,49,08A,1179094.0,1836046.0,2006,2018-02-28 15:56:25.000000 UTC,41.705398391,-87.619785512,""(41.705398391, -87.619785512)"""
"1662496,G451244,2001-07-31 09:00:00.000000 UTC,072XX S WENTWORTH AV,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,731,7,,,06,1176176.0,1856790.0,2001,2015-08-17 15:03:40.000000 UTC,41.762388451,-87.629849999,""(41.762388451, -87.629849999)"""
"5591831,HN399085,2007-06-11 18:32:15.000000 UTC,002XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,true,false,124,1,42,32,14,1177326.0,1899381.0,2007,2018-02-28 15:56:25.000000 UTC,41.879235852,-87.624347038,""(41.879235852, -87.624347038)"""
"12419219,JE295322,2021-07-09 03:15:00.000000 UTC,033XX S WESTERN AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,911,9,25,59,08B,1160882.0,1882645.0,2021,2021-07-16 15:40:30.000000 UTC,41.833667467,-87.685190333,""(41.833667467, -87.685190333)"""
"2932534,HJ617426,2003-09-08 22:00:00.000000 UTC,063XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,2433,24,48,77,06,1167708.0,1942194.0,2003,2018-02-10 15:50:01.000000 UTC,41.996929356,-87.658424847,""(41.996929356, -87.658424847)"""
"12194533,JD400768,2020-10-15 21:39:00.000000 UTC,010XX N ROCKWELL ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1211,12,26,24,08A,1158880.0,1906760.0,2020,2020-12-17 15:40:05.000000 UTC,41.899882657,-87.691874963,""(41.899882657, -87.691874963)"""
"9124713,HW269005,2013-05-10 18:40:00.000000 UTC,051XX W IOWA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1531,15,37,25,18,1141739.0,1905498.0,2013,2018-02-10 15:50:01.000000 UTC,41.896754017,-87.754866004,""(41.896754017, -87.754866004)"""
"9473363,HX126492,2014-01-24 19:45:00.000000 UTC,030XX E 80TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,422,4,7,46,18,1197736.0,1852505.0,2014,2018-02-10 15:50:01.000000 UTC,41.7501191,-87.550973789,""(41.7501191, -87.550973789)"""
"6500378,HP575427,2008-09-16 02:00:00.000000 UTC,029XX N LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1913,19,1,5,14,1161173.0,1919653.0,2008,2018-02-28 15:56:25.000000 UTC,41.935214607,-87.683093682,""(41.935214607, -87.683093682)"""
"1912588,G771397,2001-12-26 09:00:00.000000 UTC,066XX N SEELEY AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2412,24,,,14,1161471.0,1943928.0,2001,2015-08-17 15:03:40.000000 UTC,42.001820106,-87.681319598,""(42.001820106, -87.681319598)"""
"4522996,HM110248,2006-01-06 19:57:00.000000 UTC,026XX E 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,421,4,7,43,26,1195477.0,1853107.0,2006,2018-02-28 15:56:25.000000 UTC,41.751827103,-87.559231739,""(41.751827103, -87.559231739)"""
"13171423,JG377656,2023-08-10 17:40:00.000000 UTC,051XX S LAKE PARK AVE,0810,THEFT,OVER $500,GAS STATION,false,false,234,2,4,41,06,1187553.0,1871283.0,2023,2023-08-19 15:40:26.000000 UTC,41.801895518,-87.58769156,""(41.801895518, -87.58769156)"""
"11826224,JC430891,2019-09-12 20:25:00.000000 UTC,060XX S WOLCOTT AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,true,false,714,7,15,67,04B,1164725.0,1864537.0,2019,2019-11-25 15:40:47.000000 UTC,41.783896571,-87.671601105,""(41.783896571, -87.671601105)"""
"6933769,HR339597,2009-05-25 03:04:00.000000 UTC,058XX W WASHINGTON BLVD,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1512,15,29,25,18,1137563.0,1900156.0,2009,2016-02-04 06:33:39.000000 UTC,41.882171121,-87.770332732,""(41.882171121, -87.770332732)"""
"1413836,G132239,2001-03-04 04:00:00.000000 UTC,084XX S KERFOOT AV,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,true,false,622,6,,,26,1173498.0,1848847.0,2001,2015-08-17 15:03:40.000000 UTC,41.740651538,-87.639899843,""(41.740651538, -87.639899843)"""
"12006720,JD182812,2020-03-11 00:00:00.000000 UTC,011XX W FULTON MARKET,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,false,false,1214,12,27,28,06,1168685.0,1902027.0,2020,2020-03-18 15:41:17.000000 UTC,41.886688163,-87.65599842,""(41.886688163, -87.65599842)"""
"2430168,HH739441,2002-10-26 11:31:28.000000 UTC,009XX N SPRINGFIELD AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1112,11,27,23,04B,1150218.0,1905933.0,2002,2018-02-28 15:56:25.000000 UTC,41.897786602,-87.723712392,""(41.897786602, -87.723712392)"""
"1752576,G560739,2001-09-19 13:00:00.000000 UTC,014XX N MILWAUKEE AV,0560,ASSAULT,SIMPLE,OTHER,false,false,1424,14,,,08A,1163913.0,1909705.0,2001,2015-08-17 15:03:40.000000 UTC,41.907859195,-87.673305473,""(41.907859195, -87.673305473)"""
"10814093,JA113396,2017-01-12 15:20:00.000000 UTC,014XX W 47TH ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,false,false,924,9,3,61,08A,1167554.0,1873583.0,2017,2018-02-10 15:50:01.000000 UTC,41.808659638,-87.660969527,""(41.808659638, -87.660969527)"""
"8827266,HV500375,2012-10-01 22:40:00.000000 UTC,020XX W 79TH ST,0460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,false,false,611,6,18,71,08B,1163955.0,1852256.0,2012,2018-02-10 15:50:01.000000 UTC,41.750212035,-87.674768971,""(41.750212035, -87.674768971)"""
"5786705,HN595993,2007-09-18 10:45:00.000000 UTC,075XX S CONSTANCE AVE,0460,BATTERY,SIMPLE,""SCHOOL, PUBLIC, BUILDING"",true,false,414,4,8,43,08B,1189845.0,1855351.0,2007,2018-02-28 15:56:25.000000 UTC,41.758122033,-87.579798041,""(41.758122033, -87.579798041)"""
"2251331,HH526629,2002-07-22 00:44:57.000000 UTC,037XX N MARSHFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1923,19,47,6,14,1164656.0,1924918.0,2002,2018-02-28 15:56:25.000000 UTC,41.949588836,-87.67014384,""(41.949588836, -87.67014384)"""
